Titulo,Link,Categoria
"Cámaras captan el arresto de Nick Reiner, acusado del asesinato de sus padres en Los Ángeles [VIDEO]",https://rpp.pe/famosos/celebridades/rob-reiner-y-michele-singer-asi-fue-el-arresto-de-nick-reiner-acusado-del-asesinato-de-sus-padres-video-noticia-1668303,Seguridad/Policial
